Problem_ID,Subcat,problem_text,problem_latex,answer_latex
C_4x4_nullity_017,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} -2 & 2 & -1 & 0 \\ 8 & -8 & 6 & 0 \\ 4 & -4 & 2 & 0 \\ 2 & -2 & 2 & 0 \end{bmatrix},\text{nullity}(A) = 2
C_4x4_nullity_018,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} -9 & -3 & -12 & 3 \\ 9 & 3 & 12 & -3 \\ 9 & 3 & 12 & -3 \\ -3 & -1 & -4 & 1 \end{bmatrix},\text{nullity}(A) = 3
C_4x4_nullity_019,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} -9 & 18 & 3 & -20 \\ -6 & 6 & 15 & -8 \\ 8 & -8 & 15 & 4 \\ 9 & -15 & -13 & 18 \end{bmatrix},\text{nullity}(A) = 1
C_4x4_nullity_020,nullity,Find the nullity of the 4×4 matrix A.,A = \begin{bmatrix} 7 & 11 & -5 & 8 \\ 6 & 8 & -3 & 5 \\ -9 & 3 & -9 & 12 \\ 10 & 11 & -4 & 4 \end{bmatrix},\text{nullity}(A) = 1
C_4x4_pow2_001,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} -2 & 2 & -2 & 0 \\ 2 & -1 & -3 & -1 \\ 2 & -2 & 3 & 2 \\ -3 & 1 & -1 & 3 \end{bmatrix},A^2 = \begin{bmatrix} 4 & -2 & -8 & -6 \\ -9 & 10 & -9 & -8 \\ -8 & 2 & 9 & 14 \\ -3 & -2 & -3 & 6 \end{bmatrix}
C_4x4_pow2_002,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} -1 & 1 & -2 & 1 \\ 0 & -1 & 2 & -2 \\ 3 & -2 & 2 & 1 \\ 1 & 2 & 1 & -3 \end{bmatrix},A^2 = \begin{bmatrix} -4 & 4 & 1 & -8 \\ 4 & -7 & 0 & 10 \\ 4 & 3 & -5 & 6 \\ -1 & -9 & 1 & 7 \end{bmatrix}
C_4x4_pow2_003,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} -1 & -2 & 1 & 2 \\ 3 & -2 & -2 & 0 \\ 0 & 3 & 1 & 2 \\ 0 & -3 & 1 & 0 \end{bmatrix},A^2 = \begin{bmatrix} -5 & 3 & 6 & 0 \\ -9 & -8 & 5 & 2 \\ 9 & -9 & -3 & 2 \\ -9 & 9 & 7 & 2 \end{bmatrix}
C_4x4_pow2_004,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} -3 & -1 & 0 & -1 \\ 3 & 2 & 1 & -3 \\ 0 & -3 & 0 & -3 \\ 2 & -3 & -2 & 1 \end{bmatrix},A^2 = \begin{bmatrix} 4 & 4 & 1 & 5 \\ -9 & 7 & 8 & -15 \\ -15 & 3 & 3 & 6 \\ -13 & -5 & -5 & 14 \end{bmatrix}
C_4x4_pow2_005,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} 3 & -1 & 2 & -3 \\ -2 & 3 & 3 & -3 \\ -2 & -2 & 2 & -3 \\ 2 & -1 & -2 & -3 \end{bmatrix},A^2 = \begin{bmatrix} 1 & -7 & 13 & -3 \\ -24 & 8 & 17 & -3 \\ -12 & -5 & 0 & 15 \\ 6 & 2 & 3 & 12 \end{bmatrix}
C_4x4_pow2_006,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} 1 & 3 & -2 & 2 \\ -3 & 0 & -2 & -2 \\ -1 & 1 & 3 & 1 \\ 0 & 0 & 0 & 2 \end{bmatrix},A^2 = \begin{bmatrix} -6 & 1 & -14 & -2 \\ -1 & -11 & 0 & -12 \\ -7 & 0 & 9 & 1 \\ 0 & 0 & 0 & 4 \end{bmatrix}
C_4x4_pow2_007,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} -3 & 1 & -1 & -1 \\ -1 & 2 & -3 & 1 \\ 1 & 3 & -1 & 2 \\ -3 & -3 & 2 & -1 \end{bmatrix},A^2 = \begin{bmatrix} 10 & -1 & -1 & 3 \\ -5 & -9 & 0 & -4 \\ -13 & -2 & -5 & -2 \\ 17 & 0 & 8 & 5 \end{bmatrix}
C_4x4_pow2_008,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} -2 & -1 & -3 & 3 \\ -1 & 2 & -1 & 0 \\ -1 & 1 & 1 & 0 \\ 3 & 2 & 3 & 1 \end{bmatrix},A^2 = \begin{bmatrix} 17 & 3 & 13 & -3 \\ 1 & 4 & 0 & -3 \\ 0 & 4 & 3 & -3 \\ -8 & 6 & -5 & 10 \end{bmatrix}
C_4x4_pow2_009,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} 0 & 0 & 3 & 3 \\ -1 & 2 & -1 & -1 \\ -3 & 0 & -2 & -3 \\ 2 & -1 & 1 & 2 \end{bmatrix},A^2 = \begin{bmatrix} -3 & -3 & -3 & -3 \\ -1 & 5 & -4 & -4 \\ 0 & 3 & -8 & -9 \\ 2 & -4 & 7 & 8 \end{bmatrix}
C_4x4_pow2_010,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} 2 & -1 & -1 & -3 \\ -2 & 1 & 0 & 2 \\ -2 & 1 & 1 & 0 \\ -3 & 1 & 2 & -3 \end{bmatrix},A^2 = \begin{bmatrix} 17 & -7 & -9 & 1 \\ -12 & 5 & 6 & 2 \\ -8 & 4 & 3 & 8 \\ -3 & 3 & -1 & 20 \end{bmatrix}
C_4x4_pow2_011,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} -1 & 3 & 0 & 3 \\ 2 & -2 & -3 & 1 \\ -2 & 2 & 2 & 0 \\ 2 & 0 & 0 & -2 \end{bmatrix},A^2 = \begin{bmatrix} 13 & -9 & -9 & -6 \\ 2 & 4 & 0 & 2 \\ 2 & -6 & -2 & -4 \\ -6 & 6 & 0 & 10 \end{bmatrix}
C_4x4_pow2_012,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} 1 & -2 & 1 & 2 \\ 2 & -2 & 2 & 2 \\ -2 & -3 & 1 & -1 \\ 0 & -3 & -2 & 1 \end{bmatrix},A^2 = \begin{bmatrix} -5 & -7 & -6 & -1 \\ -6 & -12 & -4 & 0 \\ -10 & 10 & -5 & -12 \\ -2 & 9 & -10 & -3 \end{bmatrix}
C_4x4_pow2_013,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} 1 & -1 & -1 & 0 \\ -1 & -1 & -1 & 0 \\ 0 & 1 & -2 & -2 \\ -1 & 2 & 2 & 2 \end{bmatrix},A^2 = \begin{bmatrix} 2 & -1 & 2 & 2 \\ 0 & 1 & 4 & 2 \\ 1 & -7 & -1 & 0 \\ -5 & 5 & -1 & 0 \end{bmatrix}
C_4x4_pow2_014,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} -1 & 3 & 0 & -1 \\ 1 & 3 & 0 & -3 \\ -1 & 3 & 0 & -2 \\ 3 & -1 & -1 & -3 \end{bmatrix},A^2 = \begin{bmatrix} 1 & 7 & 1 & -5 \\ -7 & 15 & 3 & -1 \\ -2 & 8 & 2 & -2 \\ -12 & 6 & 3 & 11 \end{bmatrix}
C_4x4_pow2_015,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} 3 & 2 & -1 & 0 \\ -2 & 3 & 3 & -2 \\ -2 & 3 & -2 & -1 \\ 2 & -2 & 2 & 1 \end{bmatrix},A^2 = \begin{bmatrix} 7 & 9 & 5 & -3 \\ -22 & 18 & 1 & -11 \\ -10 & 1 & 13 & -5 \\ 8 & 2 & -10 & 3 \end{bmatrix}
C_4x4_pow2_016,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} -2 & -3 & -2 & 0 \\ 3 & 0 & -3 & -3 \\ -2 & 0 & 0 & -1 \\ 1 & -2 & -2 & 3 \end{bmatrix},A^2 = \begin{bmatrix} -1 & 6 & 13 & 11 \\ -3 & -3 & 0 & -6 \\ 3 & 8 & 6 & -3 \\ -1 & -9 & -2 & 17 \end{bmatrix}
C_4x4_pow2_017,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} 0 & 1 & 1 & -2 \\ 1 & 2 & -3 & -1 \\ -2 & 1 & 3 & -1 \\ -3 & 1 & -1 & 1 \end{bmatrix},A^2 = \begin{bmatrix} 5 & 1 & 2 & -4 \\ 11 & 1 & -13 & -2 \\ -2 & 2 & 5 & -1 \\ 0 & -1 & -10 & 7 \end{bmatrix}
C_4x4_pow2_018,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} -3 & -2 & -1 & 2 \\ 0 & 1 & 1 & 1 \\ 3 & -2 & 1 & -2 \\ 0 & -1 & 3 & -3 \end{bmatrix},A^2 = \begin{bmatrix} 6 & 4 & 6 & -12 \\ 3 & -2 & 5 & -4 \\ -6 & -8 & -10 & 8 \\ 9 & -4 & -7 & 2 \end{bmatrix}
C_4x4_pow2_019,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} 0 & -3 & -1 & 1 \\ -2 & -1 & 1 & 2 \\ 1 & -3 & -1 & 2 \\ 3 & -2 & -1 & 3 \end{bmatrix},A^2 = \begin{bmatrix} 8 & 4 & -3 & -5 \\ 9 & 0 & -2 & 4 \\ 11 & -1 & -5 & -1 \\ 12 & -10 & -7 & 6 \end{bmatrix}
C_4x4_pow2_020,matrix_power,Compute A² for the 4×4 matrix A.,A = \begin{bmatrix} -3 & 3 & -1 & 1 \\ 0 & -1 & -1 & -3 \\ 3 & 2 & 3 & 0 \\ 3 & -3 & -1 & 0 \end{bmatrix},A^2 = \begin{bmatrix} 9 & -17 & -4 & -12 \\ -12 & 8 & 1 & 3 \\ 0 & 13 & 4 & -3 \\ -12 & 10 & -3 & 12 \end{bmatrix}
C_4x4_rank_001,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} -2 & 0 & -1 & 3 \\ 1 & -3 & -3 & 2 \\ 6 & 2 & 5 & 3 \\ 2 & 1 & 2 & 3 \end{bmatrix},\text{rank}(A) = 3
C_4x4_rank_002,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 2 & 1 & 0 & -2 \\ 0 & -3 & 6 & 9 \\ 0 & 1 & -2 & -3 \\ 2 & 0 & 2 & 1 \end{bmatrix},\text{rank}(A) = 2
C_4x4_rank_003,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 4 & -4 & 4 & 4 \\ -5 & -2 & -2 & 3 \\ 2 & 0 & 0 & 4 \\ 0 & 5 & 1 & -2 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_004,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 0 & 3 & 0 \\ 2 & 2 & -4 & -2 \\ 0 & -5 & 4 & 3 \\ -2 & 1 & 0 & -4 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_005,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 2 & 2 & 2 & 0 \\ 4 & -3 & 3 & -3 \\ 1 & -5 & 2 & -2 \\ -1 & 2 & -1 & 1 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_006,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 2 & -4 & 0 & 1 \\ -2 & 4 & 0 & -1 \\ 3 & -10 & 2 & 4 \\ -3 & 2 & 2 & 1 \end{bmatrix},\text{rank}(A) = 2
C_4x4_rank_007,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} -14 & 8 & -10 & 18 \\ -3 & 2 & -2 & 4 \\ 4 & -4 & 3 & -4 \\ 0 & 2 & 0 & -1 \end{bmatrix},\text{rank}(A) = 3
C_4x4_rank_008,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 8 & -11 & -4 & -9 \\ 1 & 3 & -3 & 3 \\ -1 & 0 & 3 & 4 \\ -4 & 4 & 2 & 1 \end{bmatrix},\text{rank}(A) = 3
C_4x4_rank_009,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 2 & 2 & -1 & -1 \\ 2 & 5 & -3 & 3 \\ -1 & -4 & -2 & -4 \\ 3 & 3 & 3 & -1 \end{bmatrix},\text{rank}(A) = 3
C_4x4_rank_010,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 3 & -1 & 0 \\ -5 & -5 & -5 & -3 \\ -4 & 3 & -5 & -2 \\ -2 & -3 & -5 & 2 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_011,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -2 & 2 & -5 \\ -5 & 5 & -4 & 4 \\ 2 & 1 & 2 & -5 \\ -5 & -5 & -5 & 5 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_012,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} -1 & -4 & -2 & -4 \\ 4 & 3 & -5 & -2 \\ 2 & -1 & -3 & -1 \\ -1 & 2 & 1 & 0 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_013,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 3 & -4 & 0 \\ 3 & -2 & 4 & -3 \\ -5 & 3 & 3 & -3 \\ 5 & 1 & -5 & 1 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_014,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 0 & -18 & 8 & -20 \\ -3 & -31 & -7 & -23 \\ -3 & -16 & -5 & -10 \\ -6 & -17 & -8 & -7 \end{bmatrix},\text{rank}(A) = 3
C_4x4_rank_015,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 3 & 5 & -5 & 0 \\ -1 & -3 & 4 & -4 \\ -2 & -1 & -3 & 2 \\ 2 & -5 & -4 & -1 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_016,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 4 & -1 & -1 & 2 \\ 3 & -3 & 2 & 4 \\ 4 & -2 & 3 & 4 \\ -4 & 4 & 5 & 4 \end{bmatrix},\text{rank}(A) = 4
C_4x4_rank_017,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -4 & -8 & 12 \\ -9 & -2 & 4 & 18 \\ -16 & 7 & 26 & -3 \\ 7 & -4 & 4 & -12 \end{bmatrix},\text{rank}(A) = 3
C_4x4_rank_018,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} -5 & -8 & 11 & 1 \\ 3 & 18 & 7 & 5 \\ 2 & 8 & -6 & -18 \\ 7 & 28 & 1 & 3 \end{bmatrix},\text{rank}(A) = 3
C_4x4_rank_019,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} 3 & -5 & -12 & 8 \\ -6 & -2 & -12 & -22 \\ -2 & 6 & 16 & -4 \\ -4 & 0 & -4 & -14 \end{bmatrix},\text{rank}(A) = 2
C_4x4_rank_020,rank,Find the rank of the 4×4 matrix A.,A = \begin{bmatrix} -8 & 0 & -4 & -13 \\ -4 & 0 & -4 & -8 \\ 2 & 0 & -14 & -8 \\ -10 & 0 & 2 & -11 \end{bmatrix},\text{rank}(A) = 2
C_4x4_trace_001,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} 2 & -5 & 2 & -5 \\ -2 & -5 & -9 & 5 \\ 5 & 2 & -6 & -5 \\ 9 & -8 & -7 & 9 \end{bmatrix},\text{tr}(A) = 0
C_4x4_trace_002,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} -5 & -1 & -4 & 6 \\ -6 & 9 & 9 & -5 \\ 3 & 6 & -6 & 4 \\ 5 & -5 & 2 & -6 \end{bmatrix},\text{tr}(A) = -8
C_4x4_trace_003,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} -4 & -5 & -9 & 0 \\ -6 & -2 & 3 & 2 \\ 6 & 1 & 6 & -4 \\ 8 & 7 & 2 & 7 \end{bmatrix},\text{tr}(A) = 7
C_4x4_trace_004,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} -6 & 2 & -1 & -9 \\ -7 & -7 & 3 & -8 \\ -2 & 1 & -3 & -6 \\ 0 & -5 & -5 & -1 \end{bmatrix},\text{tr}(A) = -17
C_4x4_trace_005,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} 9 & -3 & -6 & 0 \\ -1 & 5 & -2 & 4 \\ -9 & -7 & 0 & 9 \\ 5 & -7 & 7 & 8 \end{bmatrix},\text{tr}(A) = 22
C_4x4_trace_006,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} 7 & -2 & -8 & 2 \\ -2 & 4 & -4 & 3 \\ -8 & 4 & -4 & 3 \\ 2 & 9 & -4 & 7 \end{bmatrix},\text{tr}(A) = 14
C_4x4_trace_007,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} -6 & -4 & -8 & 4 \\ -8 & 1 & -2 & 3 \\ -5 & 3 & -7 & -3 \\ 3 & 2 & 6 & 5 \end{bmatrix},\text{tr}(A) = -7
C_4x4_trace_008,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} 0 & -2 & 7 & -3 \\ -7 & -7 & 4 & 7 \\ 4 & -2 & 6 & -1 \\ -6 & -6 & -8 & 5 \end{bmatrix},\text{tr}(A) = 4
C_4x4_trace_009,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} 7 & 9 & 1 & 4 \\ -6 & -7 & -8 & 0 \\ -1 & 3 & -3 & 1 \\ 4 & 1 & 6 & -4 \end{bmatrix},\text{tr}(A) = -7
C_4x4_trace_010,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} -1 & 2 & 5 & -7 \\ -1 & 5 & -7 & 4 \\ 4 & 0 & 9 & -3 \\ -9 & 3 & -1 & -2 \end{bmatrix},\text{tr}(A) = 11
C_4x4_trace_011,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} 4 & -4 & -5 & 2 \\ -1 & 0 & -5 & -1 \\ 2 & -2 & 4 & 3 \\ 2 & 4 & 2 & -4 \end{bmatrix},\text{tr}(A) = 4
C_4x4_trace_012,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} 4 & 2 & -4 & -2 \\ -4 & 5 & 3 & 5 \\ -2 & 1 & 1 & 3 \\ -4 & 0 & 2 & 4 \end{bmatrix},\text{tr}(A) = 14
C_4x4_trace_013,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} 2 & -1 & 0 & -2 \\ -4 & -2 & -4 & -3 \\ 4 & 0 & -4 & -1 \\ -3 & 2 & 4 & -5 \end{bmatrix},\text{tr}(A) = -9
C_4x4_trace_014,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} 0 & -1 & 5 & -1 \\ -4 & -3 & 0 & 1 \\ -2 & -1 & 2 & -2 \\ 5 & -3 & 5 & 4 \end{bmatrix},\text{tr}(A) = 3
C_4x4_trace_015,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} 5 & 3 & 0 & 1 \\ -3 & -2 & 0 & 5 \\ 3 & 1 & 1 & -1 \\ -1 & 4 & -5 & -2 \end{bmatrix},\text{tr}(A) = 2
C_4x4_trace_016,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} -1 & 2 & -1 & -2 \\ -5 & -3 & -4 & 2 \\ -1 & -3 & 0 & 0 \\ 0 & 1 & 1 & -3 \end{bmatrix},\text{tr}(A) = -7
C_4x4_trace_017,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 3 & 5 & 1 \\ -1 & 1 & -5 & -1 \\ -2 & -1 & 3 & 0 \\ 4 & 0 & -5 & 2 \end{bmatrix},\text{tr}(A) = 2
C_4x4_trace_018,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} 3 & 1 & 5 & -1 \\ 3 & -5 & -5 & 3 \\ 4 & 0 & 3 & -2 \\ 2 & 0 & -2 & -4 \end{bmatrix},\text{tr}(A) = -3
C_4x4_trace_019,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 4 & -1 & 5 \\ -2 & -5 & -3 & -2 \\ 2 & 3 & 3 & -2 \\ -1 & 1 & 1 & -1 \end{bmatrix},\text{tr}(A) = -7
C_4x4_trace_020,trace,Find the trace of the 4×4 matrix A.,A = \begin{bmatrix} -3 & 3 & 0 & 5 \\ 5 & 4 & 5 & 1 \\ -2 & -4 & -4 & 5 \\ -3 & -5 & -5 & -2 \end{bmatrix},\text{tr}(A) = -5
C_4x4_trans_001,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 8 & -5 & -7 \\ 9 & -2 & -2 & 3 \\ 3 & 9 & -5 & -4 \\ -7 & 8 & -1 & 2 \end{bmatrix},A^T = \begin{bmatrix} -4 & 9 & 3 & -7 \\ 8 & -2 & 9 & 8 \\ -5 & -2 & -5 & -1 \\ -7 & 3 & -4 & 2 \end{bmatrix}
C_4x4_trans_002,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} 5 & 4 & 8 & 0 \\ -8 & 7 & 0 & 1 \\ 2 & -3 & 2 & 3 \\ -8 & -5 & -3 & 1 \end{bmatrix},A^T = \begin{bmatrix} 5 & -8 & 2 & -8 \\ 4 & 7 & -3 & -5 \\ 8 & 0 & 2 & -3 \\ 0 & 1 & 3 & 1 \end{bmatrix}
C_4x4_trans_003,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} 5 & -7 & 5 & 9 \\ -2 & -4 & 4 & -8 \\ -8 & -3 & -5 & -2 \\ 1 & -5 & 4 & 0 \end{bmatrix},A^T = \begin{bmatrix} 5 & -2 & -8 & 1 \\ -7 & -4 & -3 & -5 \\ 5 & 4 & -5 & 4 \\ 9 & -8 & -2 & 0 \end{bmatrix}
C_4x4_trans_004,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} 8 & -8 & 8 & -5 \\ 5 & 9 & -8 & -6 \\ -1 & 4 & -5 & 2 \\ -8 & -3 & 0 & 9 \end{bmatrix},A^T = \begin{bmatrix} 8 & 5 & -1 & -8 \\ -8 & 9 & 4 & -3 \\ 8 & -8 & -5 & 0 \\ -5 & -6 & 2 & 9 \end{bmatrix}
C_4x4_trans_005,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} 9 & 1 & -8 & 8 \\ -9 & -1 & -1 & 4 \\ 3 & -5 & 2 & 7 \\ 8 & 8 & 6 & 5 \end{bmatrix},A^T = \begin{bmatrix} 9 & -9 & 3 & 8 \\ 1 & -1 & -5 & 8 \\ -8 & -1 & 2 & 6 \\ 8 & 4 & 7 & 5 \end{bmatrix}
C_4x4_trans_006,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} -7 & -1 & 8 & -4 \\ 4 & 3 & -4 & 0 \\ 7 & -5 & -7 & -7 \\ 6 & 9 & -9 & -3 \end{bmatrix},A^T = \begin{bmatrix} -7 & 4 & 7 & 6 \\ -1 & 3 & -5 & 9 \\ 8 & -4 & -7 & -9 \\ -4 & 0 & -7 & -3 \end{bmatrix}
C_4x4_trans_007,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} -9 & 3 & -9 & 2 \\ -1 & -9 & 3 & -5 \\ 3 & -8 & 3 & -1 \\ -6 & -6 & -1 & -2 \end{bmatrix},A^T = \begin{bmatrix} -9 & -1 & 3 & -6 \\ 3 & -9 & -8 & -6 \\ -9 & 3 & 3 & -1 \\ 2 & -5 & -1 & -2 \end{bmatrix}
C_4x4_trans_008,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} 5 & 8 & 2 & 7 \\ 2 & -3 & -8 & 4 \\ -6 & 0 & -1 & 7 \\ -9 & -7 & 2 & -6 \end{bmatrix},A^T = \begin{bmatrix} 5 & 2 & -6 & -9 \\ 8 & -3 & 0 & -7 \\ 2 & -8 & -1 & 2 \\ 7 & 4 & 7 & -6 \end{bmatrix}
C_4x4_trans_009,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} 9 & 8 & -2 & -6 \\ -4 & -7 & 6 & 3 \\ -3 & 2 & -2 & -1 \\ -6 & 6 & -3 & 2 \end{bmatrix},A^T = \begin{bmatrix} 9 & -4 & -3 & -6 \\ 8 & -7 & 2 & 6 \\ -2 & 6 & -2 & -3 \\ -6 & 3 & -1 & 2 \end{bmatrix}
C_4x4_trans_010,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} -8 & 8 & 2 & -7 \\ 1 & 8 & 7 & -7 \\ 7 & 3 & -1 & 1 \\ -6 & -9 & -6 & 4 \end{bmatrix},A^T = \begin{bmatrix} -8 & 1 & 7 & -6 \\ 8 & 8 & 3 & -9 \\ 2 & 7 & -1 & -6 \\ -7 & -7 & 1 & 4 \end{bmatrix}
C_4x4_trans_011,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} 5 & -2 & -4 & 2 \\ -5 & 0 & -5 & -4 \\ -2 & -5 & 4 & 1 \\ 5 & 0 & 1 & 1 \end{bmatrix},A^{T} = \begin{bmatrix} 5 & -5 & -2 & 5 \\ -2 & 0 & -5 & 0 \\ -4 & -5 & 4 & 1 \\ 2 & -4 & 1 & 1 \end{bmatrix}
C_4x4_trans_012,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} 0 & 1 & 1 & 4 \\ -2 & 5 & -4 & -3 \\ -3 & 5 & -3 & 3 \\ 1 & 2 & -5 & 2 \end{bmatrix},A^{T} = \begin{bmatrix} 0 & -2 & -3 & 1 \\ 1 & 5 & 5 & 2 \\ 1 & -4 & -3 & -5 \\ 4 & -3 & 3 & 2 \end{bmatrix}
C_4x4_trans_013,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} -5 & 1 & 3 & 5 \\ 5 & -3 & 3 & 1 \\ 3 & 3 & 0 & -4 \\ 3 & 1 & -4 & -1 \end{bmatrix},A^{T} = \begin{bmatrix} -5 & 5 & 3 & 3 \\ 1 & -3 & 3 & 1 \\ 3 & 3 & 0 & -4 \\ 5 & 1 & -4 & -1 \end{bmatrix}
C_4x4_trans_014,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 3 & -2 & -5 \\ -2 & 1 & 1 & 4 \\ -2 & 1 & 5 & -2 \\ -5 & 2 & 1 & -2 \end{bmatrix},A^{T} = \begin{bmatrix} -4 & -2 & -2 & -5 \\ 3 & 1 & 1 & 2 \\ -2 & 1 & 5 & 1 \\ -5 & 4 & -2 & -2 \end{bmatrix}
C_4x4_trans_015,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 2 & 4 & -4 \\ 0 & -2 & -2 & -5 \\ -1 & -5 & 5 & 1 \\ -1 & -3 & 5 & 0 \end{bmatrix},A^{T} = \begin{bmatrix} 1 & 0 & -1 & -1 \\ 2 & -2 & -5 & -3 \\ 4 & -2 & 5 & 5 \\ -4 & -5 & 1 & 0 \end{bmatrix}
C_4x4_trans_016,transpose,Find the transpose of the 4×4 matrix A.,A = \begin{bmatrix} 5 & 2 & 5 & 4 \\ 3 & -2 & 3 & -2 \\ 4 & -2 & -5 & -4 \\ -1 & 2 & -2 & 4 \end{bmatrix},A^{T} = \begin{bmatrix} 5 & 3 & 4 & -1 \\ 2 & -2 & -2 & 2 \\ 5 & 3 & -5 & -2 \\ 4 & -2 & -4 & 4 \end{bmatrix}
