Problem_ID,n,trig,b,problem_latex,answer_latex
IBP_n04_sin_b07_08,4,sin,7,"Evaluate the indefinite integral.

\int x^{4} \sin(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{4} \cos{\left(7 x \right)}}{7} + \frac{4 x^{3} \sin{\left(7 x \right)}}{49} + \frac{12 x^{2} \cos{\left(7 x \right)}}{343} - \frac{24 x \sin{\left(7 x \right)}}{2401} - \frac{24 \cos{\left(7 x \right)}}{16807}
IBP_n04_sin_b10_09,4,sin,10,"Evaluate the indefinite integral.

\int x^{4} \sin(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{4} \cos{\left(10 x \right)}}{10} + \frac{x^{3} \sin{\left(10 x \right)}}{25} + \frac{3 x^{2} \cos{\left(10 x \right)}}{250} - \frac{3 x \sin{\left(10 x \right)}}{1250} - \frac{3 \cos{\left(10 x \right)}}{12500}
IBP_n04_cos_b04_00,4,cos,4,"Evaluate the indefinite integral.

\int x^{4} \cos(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{4} \sin{\left(4 x \right)}}{4} + \frac{x^{3} \cos{\left(4 x \right)}}{4} - \frac{3 x^{2} \sin{\left(4 x \right)}}{16} - \frac{3 x \cos{\left(4 x \right)}}{32} + \frac{3 \sin{\left(4 x \right)}}{128}
IBP_n04_cos_b01_01,4,cos,1,"Evaluate the indefinite integral.

\int x^{4} \cos(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",x^{4} \sin{\left(x \right)} + 4 x^{3} \cos{\left(x \right)} - 12 x^{2} \sin{\left(x \right)} - 24 x \cos{\left(x \right)} + 24 \sin{\left(x \right)}
IBP_n04_cos_b10_02,4,cos,10,"Evaluate the indefinite integral.

\int x^{4} \cos(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{4} \sin{\left(10 x \right)}}{10} + \frac{x^{3} \cos{\left(10 x \right)}}{25} - \frac{3 x^{2} \sin{\left(10 x \right)}}{250} - \frac{3 x \cos{\left(10 x \right)}}{1250} + \frac{3 \sin{\left(10 x \right)}}{12500}
IBP_n04_cos_b07_03,4,cos,7,"Evaluate the indefinite integral.

\int x^{4} \cos(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{4} \sin{\left(7 x \right)}}{7} + \frac{4 x^{3} \cos{\left(7 x \right)}}{49} - \frac{12 x^{2} \sin{\left(7 x \right)}}{343} - \frac{24 x \cos{\left(7 x \right)}}{2401} + \frac{24 \sin{\left(7 x \right)}}{16807}
IBP_n04_cos_b06_04,4,cos,6,"Evaluate the indefinite integral.

\int x^{4} \cos(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{4} \sin{\left(6 x \right)}}{6} + \frac{x^{3} \cos{\left(6 x \right)}}{9} - \frac{x^{2} \sin{\left(6 x \right)}}{18} - \frac{x \cos{\left(6 x \right)}}{54} + \frac{\sin{\left(6 x \right)}}{324}
IBP_n04_cos_b09_05,4,cos,9,"Evaluate the indefinite integral.

\int x^{4} \cos(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{4} \sin{\left(9 x \right)}}{9} + \frac{4 x^{3} \cos{\left(9 x \right)}}{81} - \frac{4 x^{2} \sin{\left(9 x \right)}}{243} - \frac{8 x \cos{\left(9 x \right)}}{2187} + \frac{8 \sin{\left(9 x \right)}}{19683}
IBP_n04_cos_b03_06,4,cos,3,"Evaluate the indefinite integral.

\int x^{4} \cos(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{4} \sin{\left(3 x \right)}}{3} + \frac{4 x^{3} \cos{\left(3 x \right)}}{9} - \frac{4 x^{2} \sin{\left(3 x \right)}}{9} - \frac{8 x \cos{\left(3 x \right)}}{27} + \frac{8 \sin{\left(3 x \right)}}{81}
IBP_n04_cos_b02_07,4,cos,2,"Evaluate the indefinite integral.

\int x^{4} \cos(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{4} \sin{\left(2 x \right)}}{2} + x^{3} \cos{\left(2 x \right)} - \frac{3 x^{2} \sin{\left(2 x \right)}}{2} - \frac{3 x \cos{\left(2 x \right)}}{2} + \frac{3 \sin{\left(2 x \right)}}{4}
IBP_n04_cos_b05_08,4,cos,5,"Evaluate the indefinite integral.

\int x^{4} \cos(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{4} \sin{\left(5 x \right)}}{5} + \frac{4 x^{3} \cos{\left(5 x \right)}}{25} - \frac{12 x^{2} \sin{\left(5 x \right)}}{125} - \frac{24 x \cos{\left(5 x \right)}}{625} + \frac{24 \sin{\left(5 x \right)}}{3125}
IBP_n04_cos_b08_09,4,cos,8,"Evaluate the indefinite integral.

\int x^{4} \cos(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{4} \sin{\left(8 x \right)}}{8} + \frac{x^{3} \cos{\left(8 x \right)}}{16} - \frac{3 x^{2} \sin{\left(8 x \right)}}{128} - \frac{3 x \cos{\left(8 x \right)}}{512} + \frac{3 \sin{\left(8 x \right)}}{4096}
IBP_n05_sin_b01_00,5,sin,1,"Evaluate the indefinite integral.

\int x^{5} \sin(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- x^{5} \cos{\left(x \right)} + 5 x^{4} \sin{\left(x \right)} + 20 x^{3} \cos{\left(x \right)} - 60 x^{2} \sin{\left(x \right)} - 120 x \cos{\left(x \right)} + 120 \sin{\left(x \right)}
IBP_n05_sin_b04_01,5,sin,4,"Evaluate the indefinite integral.

\int x^{5} \sin(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{5} \cos{\left(4 x \right)}}{4} + \frac{5 x^{4} \sin{\left(4 x \right)}}{16} + \frac{5 x^{3} \cos{\left(4 x \right)}}{16} - \frac{15 x^{2} \sin{\left(4 x \right)}}{64} - \frac{15 x \cos{\left(4 x \right)}}{128} + \frac{15 \sin{\left(4 x \right)}}{512}
IBP_n05_sin_b10_02,5,sin,10,"Evaluate the indefinite integral.

\int x^{5} \sin(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{5} \cos{\left(10 x \right)}}{10} + \frac{x^{4} \sin{\left(10 x \right)}}{20} + \frac{x^{3} \cos{\left(10 x \right)}}{50} - \frac{3 x^{2} \sin{\left(10 x \right)}}{500} - \frac{3 x \cos{\left(10 x \right)}}{2500} + \frac{3 \sin{\left(10 x \right)}}{25000}
IBP_n05_sin_b05_03,5,sin,5,"Evaluate the indefinite integral.

\int x^{5} \sin(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{5} \cos{\left(5 x \right)}}{5} + \frac{x^{4} \sin{\left(5 x \right)}}{5} + \frac{4 x^{3} \cos{\left(5 x \right)}}{25} - \frac{12 x^{2} \sin{\left(5 x \right)}}{125} - \frac{24 x \cos{\left(5 x \right)}}{625} + \frac{24 \sin{\left(5 x \right)}}{3125}
IBP_n05_sin_b08_04,5,sin,8,"Evaluate the indefinite integral.

\int x^{5} \sin(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{5} \cos{\left(8 x \right)}}{8} + \frac{5 x^{4} \sin{\left(8 x \right)}}{64} + \frac{5 x^{3} \cos{\left(8 x \right)}}{128} - \frac{15 x^{2} \sin{\left(8 x \right)}}{1024} - \frac{15 x \cos{\left(8 x \right)}}{4096} + \frac{15 \sin{\left(8 x \right)}}{32768}
IBP_n05_sin_b03_05,5,sin,3,"Evaluate the indefinite integral.

\int x^{5} \sin(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{5} \cos{\left(3 x \right)}}{3} + \frac{5 x^{4} \sin{\left(3 x \right)}}{9} + \frac{20 x^{3} \cos{\left(3 x \right)}}{27} - \frac{20 x^{2} \sin{\left(3 x \right)}}{27} - \frac{40 x \cos{\left(3 x \right)}}{81} + \frac{40 \sin{\left(3 x \right)}}{243}
IBP_n05_sin_b02_06,5,sin,2,"Evaluate the indefinite integral.

\int x^{5} \sin(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{5} \cos{\left(2 x \right)}}{2} + \frac{5 x^{4} \sin{\left(2 x \right)}}{4} + \frac{5 x^{3} \cos{\left(2 x \right)}}{2} - \frac{15 x^{2} \sin{\left(2 x \right)}}{4} - \frac{15 x \cos{\left(2 x \right)}}{4} + \frac{15 \sin{\left(2 x \right)}}{8}
IBP_n05_sin_b09_07,5,sin,9,"Evaluate the indefinite integral.

\int x^{5} \sin(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{5} \cos{\left(9 x \right)}}{9} + \frac{5 x^{4} \sin{\left(9 x \right)}}{81} + \frac{20 x^{3} \cos{\left(9 x \right)}}{729} - \frac{20 x^{2} \sin{\left(9 x \right)}}{2187} - \frac{40 x \cos{\left(9 x \right)}}{19683} + \frac{40 \sin{\left(9 x \right)}}{177147}
IBP_n05_sin_b06_08,5,sin,6,"Evaluate the indefinite integral.

\int x^{5} \sin(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{5} \cos{\left(6 x \right)}}{6} + \frac{5 x^{4} \sin{\left(6 x \right)}}{36} + \frac{5 x^{3} \cos{\left(6 x \right)}}{54} - \frac{5 x^{2} \sin{\left(6 x \right)}}{108} - \frac{5 x \cos{\left(6 x \right)}}{324} + \frac{5 \sin{\left(6 x \right)}}{1944}
IBP_n05_sin_b07_09,5,sin,7,"Evaluate the indefinite integral.

\int x^{5} \sin(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{5} \cos{\left(7 x \right)}}{7} + \frac{5 x^{4} \sin{\left(7 x \right)}}{49} + \frac{20 x^{3} \cos{\left(7 x \right)}}{343} - \frac{60 x^{2} \sin{\left(7 x \right)}}{2401} - \frac{120 x \cos{\left(7 x \right)}}{16807} + \frac{120 \sin{\left(7 x \right)}}{117649}
IBP_n05_cos_b04_00,5,cos,4,"Evaluate the indefinite integral.

\int x^{5} \cos(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{5} \sin{\left(4 x \right)}}{4} + \frac{5 x^{4} \cos{\left(4 x \right)}}{16} - \frac{5 x^{3} \sin{\left(4 x \right)}}{16} - \frac{15 x^{2} \cos{\left(4 x \right)}}{64} + \frac{15 x \sin{\left(4 x \right)}}{128} + \frac{15 \cos{\left(4 x \right)}}{512}
IBP_n05_cos_b06_01,5,cos,6,"Evaluate the indefinite integral.

\int x^{5} \cos(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{5} \sin{\left(6 x \right)}}{6} + \frac{5 x^{4} \cos{\left(6 x \right)}}{36} - \frac{5 x^{3} \sin{\left(6 x \right)}}{54} - \frac{5 x^{2} \cos{\left(6 x \right)}}{108} + \frac{5 x \sin{\left(6 x \right)}}{324} + \frac{5 \cos{\left(6 x \right)}}{1944}
IBP_n05_cos_b01_02,5,cos,1,"Evaluate the indefinite integral.

\int x^{5} \cos(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",x^{5} \sin{\left(x \right)} + 5 x^{4} \cos{\left(x \right)} - 20 x^{3} \sin{\left(x \right)} - 60 x^{2} \cos{\left(x \right)} + 120 x \sin{\left(x \right)} + 120 \cos{\left(x \right)}
IBP_n05_cos_b05_03,5,cos,5,"Evaluate the indefinite integral.

\int x^{5} \cos(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{5} \sin{\left(5 x \right)}}{5} + \frac{x^{4} \cos{\left(5 x \right)}}{5} - \frac{4 x^{3} \sin{\left(5 x \right)}}{25} - \frac{12 x^{2} \cos{\left(5 x \right)}}{125} + \frac{24 x \sin{\left(5 x \right)}}{625} + \frac{24 \cos{\left(5 x \right)}}{3125}
IBP_n05_cos_b02_04,5,cos,2,"Evaluate the indefinite integral.

\int x^{5} \cos(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{5} \sin{\left(2 x \right)}}{2} + \frac{5 x^{4} \cos{\left(2 x \right)}}{4} - \frac{5 x^{3} \sin{\left(2 x \right)}}{2} - \frac{15 x^{2} \cos{\left(2 x \right)}}{4} + \frac{15 x \sin{\left(2 x \right)}}{4} + \frac{15 \cos{\left(2 x \right)}}{8}
IBP_n05_cos_b07_05,5,cos,7,"Evaluate the indefinite integral.

\int x^{5} \cos(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{5} \sin{\left(7 x \right)}}{7} + \frac{5 x^{4} \cos{\left(7 x \right)}}{49} - \frac{20 x^{3} \sin{\left(7 x \right)}}{343} - \frac{60 x^{2} \cos{\left(7 x \right)}}{2401} + \frac{120 x \sin{\left(7 x \right)}}{16807} + \frac{120 \cos{\left(7 x \right)}}{117649}
IBP_n05_cos_b09_06,5,cos,9,"Evaluate the indefinite integral.

\int x^{5} \cos(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{5} \sin{\left(9 x \right)}}{9} + \frac{5 x^{4} \cos{\left(9 x \right)}}{81} - \frac{20 x^{3} \sin{\left(9 x \right)}}{729} - \frac{20 x^{2} \cos{\left(9 x \right)}}{2187} + \frac{40 x \sin{\left(9 x \right)}}{19683} + \frac{40 \cos{\left(9 x \right)}}{177147}
IBP_n05_cos_b10_07,5,cos,10,"Evaluate the indefinite integral.

\int x^{5} \cos(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{5} \sin{\left(10 x \right)}}{10} + \frac{x^{4} \cos{\left(10 x \right)}}{20} - \frac{x^{3} \sin{\left(10 x \right)}}{50} - \frac{3 x^{2} \cos{\left(10 x \right)}}{500} + \frac{3 x \sin{\left(10 x \right)}}{2500} + \frac{3 \cos{\left(10 x \right)}}{25000}
IBP_n05_cos_b03_08,5,cos,3,"Evaluate the indefinite integral.

\int x^{5} \cos(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{5} \sin{\left(3 x \right)}}{3} + \frac{5 x^{4} \cos{\left(3 x \right)}}{9} - \frac{20 x^{3} \sin{\left(3 x \right)}}{27} - \frac{20 x^{2} \cos{\left(3 x \right)}}{27} + \frac{40 x \sin{\left(3 x \right)}}{81} + \frac{40 \cos{\left(3 x \right)}}{243}
IBP_n05_cos_b08_09,5,cos,8,"Evaluate the indefinite integral.

\int x^{5} \cos(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{5} \sin{\left(8 x \right)}}{8} + \frac{5 x^{4} \cos{\left(8 x \right)}}{64} - \frac{5 x^{3} \sin{\left(8 x \right)}}{128} - \frac{15 x^{2} \cos{\left(8 x \right)}}{1024} + \frac{15 x \sin{\left(8 x \right)}}{4096} + \frac{15 \cos{\left(8 x \right)}}{32768}
IBP_n06_sin_b03_00,6,sin,3,"Evaluate the indefinite integral.

\int x^{6} \sin(3x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{6} \cos{\left(3 x \right)}}{3} + \frac{2 x^{5} \sin{\left(3 x \right)}}{3} + \frac{10 x^{4} \cos{\left(3 x \right)}}{9} - \frac{40 x^{3} \sin{\left(3 x \right)}}{27} - \frac{40 x^{2} \cos{\left(3 x \right)}}{27} + \frac{80 x \sin{\left(3 x \right)}}{81} + \frac{80 \cos{\left(3 x \right)}}{243}
IBP_n06_sin_b02_01,6,sin,2,"Evaluate the indefinite integral.

\int x^{6} \sin(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{6} \cos{\left(2 x \right)}}{2} + \frac{3 x^{5} \sin{\left(2 x \right)}}{2} + \frac{15 x^{4} \cos{\left(2 x \right)}}{4} - \frac{15 x^{3} \sin{\left(2 x \right)}}{2} - \frac{45 x^{2} \cos{\left(2 x \right)}}{4} + \frac{45 x \sin{\left(2 x \right)}}{4} + \frac{45 \cos{\left(2 x \right)}}{8}
IBP_n06_sin_b09_02,6,sin,9,"Evaluate the indefinite integral.

\int x^{6} \sin(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{6} \cos{\left(9 x \right)}}{9} + \frac{2 x^{5} \sin{\left(9 x \right)}}{27} + \frac{10 x^{4} \cos{\left(9 x \right)}}{243} - \frac{40 x^{3} \sin{\left(9 x \right)}}{2187} - \frac{40 x^{2} \cos{\left(9 x \right)}}{6561} + \frac{80 x \sin{\left(9 x \right)}}{59049} + \frac{80 \cos{\left(9 x \right)}}{531441}
IBP_n06_sin_b10_03,6,sin,10,"Evaluate the indefinite integral.

\int x^{6} \sin(10x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{6} \cos{\left(10 x \right)}}{10} + \frac{3 x^{5} \sin{\left(10 x \right)}}{50} + \frac{3 x^{4} \cos{\left(10 x \right)}}{100} - \frac{3 x^{3} \sin{\left(10 x \right)}}{250} - \frac{9 x^{2} \cos{\left(10 x \right)}}{2500} + \frac{9 x \sin{\left(10 x \right)}}{12500} + \frac{9 \cos{\left(10 x \right)}}{125000}
IBP_n06_sin_b04_04,6,sin,4,"Evaluate the indefinite integral.

\int x^{6} \sin(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{6} \cos{\left(4 x \right)}}{4} + \frac{3 x^{5} \sin{\left(4 x \right)}}{8} + \frac{15 x^{4} \cos{\left(4 x \right)}}{32} - \frac{15 x^{3} \sin{\left(4 x \right)}}{32} - \frac{45 x^{2} \cos{\left(4 x \right)}}{128} + \frac{45 x \sin{\left(4 x \right)}}{256} + \frac{45 \cos{\left(4 x \right)}}{1024}
IBP_n06_sin_b08_05,6,sin,8,"Evaluate the indefinite integral.

\int x^{6} \sin(8x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{6} \cos{\left(8 x \right)}}{8} + \frac{3 x^{5} \sin{\left(8 x \right)}}{32} + \frac{15 x^{4} \cos{\left(8 x \right)}}{256} - \frac{15 x^{3} \sin{\left(8 x \right)}}{512} - \frac{45 x^{2} \cos{\left(8 x \right)}}{4096} + \frac{45 x \sin{\left(8 x \right)}}{16384} + \frac{45 \cos{\left(8 x \right)}}{131072}
IBP_n06_sin_b07_06,6,sin,7,"Evaluate the indefinite integral.

\int x^{6} \sin(7x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{6} \cos{\left(7 x \right)}}{7} + \frac{6 x^{5} \sin{\left(7 x \right)}}{49} + \frac{30 x^{4} \cos{\left(7 x \right)}}{343} - \frac{120 x^{3} \sin{\left(7 x \right)}}{2401} - \frac{360 x^{2} \cos{\left(7 x \right)}}{16807} + \frac{720 x \sin{\left(7 x \right)}}{117649} + \frac{720 \cos{\left(7 x \right)}}{823543}
IBP_n06_sin_b05_07,6,sin,5,"Evaluate the indefinite integral.

\int x^{6} \sin(5x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{6} \cos{\left(5 x \right)}}{5} + \frac{6 x^{5} \sin{\left(5 x \right)}}{25} + \frac{6 x^{4} \cos{\left(5 x \right)}}{25} - \frac{24 x^{3} \sin{\left(5 x \right)}}{125} - \frac{72 x^{2} \cos{\left(5 x \right)}}{625} + \frac{144 x \sin{\left(5 x \right)}}{3125} + \frac{144 \cos{\left(5 x \right)}}{15625}
IBP_n06_sin_b06_08,6,sin,6,"Evaluate the indefinite integral.

\int x^{6} \sin(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- \frac{x^{6} \cos{\left(6 x \right)}}{6} + \frac{x^{5} \sin{\left(6 x \right)}}{6} + \frac{5 x^{4} \cos{\left(6 x \right)}}{36} - \frac{5 x^{3} \sin{\left(6 x \right)}}{54} - \frac{5 x^{2} \cos{\left(6 x \right)}}{108} + \frac{5 x \sin{\left(6 x \right)}}{324} + \frac{5 \cos{\left(6 x \right)}}{1944}
IBP_n06_sin_b01_09,6,sin,1,"Evaluate the indefinite integral.

\int x^{6} \sin(x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",- x^{6} \cos{\left(x \right)} + 6 x^{5} \sin{\left(x \right)} + 30 x^{4} \cos{\left(x \right)} - 120 x^{3} \sin{\left(x \right)} - 360 x^{2} \cos{\left(x \right)} + 720 x \sin{\left(x \right)} + 720 \cos{\left(x \right)}
IBP_n06_cos_b04_00,6,cos,4,"Evaluate the indefinite integral.

\int x^{6} \cos(4x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{6} \sin{\left(4 x \right)}}{4} + \frac{3 x^{5} \cos{\left(4 x \right)}}{8} - \frac{15 x^{4} \sin{\left(4 x \right)}}{32} - \frac{15 x^{3} \cos{\left(4 x \right)}}{32} + \frac{45 x^{2} \sin{\left(4 x \right)}}{128} + \frac{45 x \cos{\left(4 x \right)}}{256} - \frac{45 \sin{\left(4 x \right)}}{1024}
IBP_n06_cos_b09_01,6,cos,9,"Evaluate the indefinite integral.

\int x^{6} \cos(9x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{6} \sin{\left(9 x \right)}}{9} + \frac{2 x^{5} \cos{\left(9 x \right)}}{27} - \frac{10 x^{4} \sin{\left(9 x \right)}}{243} - \frac{40 x^{3} \cos{\left(9 x \right)}}{2187} + \frac{40 x^{2} \sin{\left(9 x \right)}}{6561} + \frac{80 x \cos{\left(9 x \right)}}{59049} - \frac{80 \sin{\left(9 x \right)}}{531441}
IBP_n06_cos_b06_02,6,cos,6,"Evaluate the indefinite integral.

\int x^{6} \cos(6x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{6} \sin{\left(6 x \right)}}{6} + \frac{x^{5} \cos{\left(6 x \right)}}{6} - \frac{5 x^{4} \sin{\left(6 x \right)}}{36} - \frac{5 x^{3} \cos{\left(6 x \right)}}{54} + \frac{5 x^{2} \sin{\left(6 x \right)}}{108} + \frac{5 x \cos{\left(6 x \right)}}{324} - \frac{5 \sin{\left(6 x \right)}}{1944}
IBP_n06_cos_b02_03,6,cos,2,"Evaluate the indefinite integral.

\int x^{6} \cos(2x)\,dx

Show all steps. Give the antiderivative (omit the constant of integration) inside \boxed{}.",\frac{x^{6} \sin{\left(2 x \right)}}{2} + \frac{3 x^{5} \cos{\left(2 x \right)}}{2} - \frac{15 x^{4} \sin{\left(2 x \right)}}{4} - \frac{15 x^{3} \cos{\left(2 x \right)}}{2} + \frac{45 x^{2} \sin{\left(2 x \right)}}{4} + \frac{45 x \cos{\left(2 x \right)}}{4} - \frac{45 \sin{\left(2 x \right)}}{8}
